id,title,image,author_id,author,description,count,play,add,share,comment
2136862900,"☞“粥大爷”__HUAZHOU ☜
",D:/Project/Python/week12Crawler/result/images/109951165423016985.jpg,288462004,粥大爷的超级迷弟,同步歌单，随时畅听320k好音乐,199,2298354,29210,220,321
646914244,"民谣向｜盘点那些直击心灵的痴心歌词
",D:/Project/Python/week12Crawler/result/images/109951167075180408.jpg,68014748,薛定谔的缝纫机,"介绍：
民谣，就像是带着音乐的诗。
句句唯美，却又声入人心。

每一首民谣都是一个故事。
或悲伤，或励志；
或痛苦，或惆怅。

高晓松说：
民谣就像一根针，直接刺穿到心里去。
因为永远有人要倾诉，所以永远有民谣。

而那些直击心灵的歌词，
成为我们心中永不褪色的温暖。
",59,1746889,15361,319,155
2069138141,"赵雷民谣专辑全收录
",D:/Project/Python/week12Crawler/result/images/19039143347122853.jpg,354125078,教父迈克先生,"介绍：
赵雷民谣专辑全收录

Ⅰ 赵雷正式发布之专辑
01～12 《赵小雷》
13～22 《吉姆餐厅》
23～23 《再也不会去丽江》
24～24 《成都》
25～35 《无法长大》
36～36 《家乡》
37～37 《静下来》
38～38 《十九岁》
39～39 《彩虹下面》
40～40 《小人物》

Ⅱ 非赵雷发布之专辑
41～74非赵雷发布专辑

雷子，是我哥们。
",73,366814,6330,40,19
811070521,"一些适合男生的城市民谣
",D:/Project/Python/week12Crawler/result/images/109951164312525146.jpg,288567675,刘清浊-,同步歌单，随时畅听320k好音乐,167,3175390,26252,511,203
5133822087,"所有不合时宜的相遇 都是遗憾让人心疼
",D:/Project/Python/week12Crawler/result/images/109951165156756340.jpg,3419845797,你是七月的欢喜,同步歌单，随时畅听320k好音乐,25,472460,4155,1193,67
2310577639,"【民谣】离开了木吉他，民谣它还是民谣啊！
",D:/Project/Python/week12Crawler/result/images/109951165413676694.jpg,1331544916,_南鸽先生_,同步歌单，随时畅听320k好音乐,112,561530,4891,26,12
7658401946,"南京李市民作品翻唱收录/我爱南京
",D:/Project/Python/week12Crawler/result/images/109951167913908739.jpg,383335179,肆玖音乐,同步歌单，随时畅听320k好音乐,62,1376,31,2,1
4993957353,"「民谣」人这一生啊就一堆堆坎坷
",error,3313058636,生而为人wo很抱歉,同步歌单，随时畅听320k好音乐,16,8520,75,1,评论
7672373915,"余慵的民谣杂貨店
",D:/Project/Python/week12Crawler/result/images/109951167948434247.jpg,1414642795,是伍壹叁,同步歌单，随时畅听320k好音乐,39,4,0,0,评论
2849381988,"柔柔晚风送云霞，孤独少年伴民谣
",D:/Project/Python/week12Crawler/result/images/109951164157796736.jpg,95943913,网抑晕音约丷,同步歌单，随时畅听320k好音乐,95,322609,2184,39,17
7729751534,"远方 爱情 理想（民谣）
",D:/Project/Python/week12Crawler/result/images/109951168035082982.jpg,3959394216,柒九__K,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",50,2,0,0,评论
2206517620,"民谣里，也曾是少年
",D:/Project/Python/week12Crawler/result/images/109951163285603128.jpg,115260210,子瞻大魔王,"介绍：
一次关于青春与时光的长鸣，也曾高呼“我还年轻，我还年轻。”

-在逝年，也曾拥有一位不二臣，又或者是一位同桌的你，与你在儿时唱着属于你们的时光谣。
-当你那年十八岁后，你开始感叹岁月皆非，青春匆匆，你开始听懂一些之前听不懂的歌，你也许会更喜欢听民谣那些发自内心的嘶吼。
-等到你逐渐变成一位为生活烦恼的狗先生时，你少了少年那股稚嫩，那时，我要带你飞翔的念头还在吗？三旬年后，那时的理想实现了吗？你还记得儿时门后的山丘吗？你开始明白了，时光流逝，你深居香港，你当时1997时激动香港回归的心早已淡了吧？你还记得那个白衣飘飘的年代，你拿着一把吉他度过1999。回去十年，再过十年，犀安路999号的那些花儿与少年也许能再度重逢。
-等到你真的老了，你会再也看不见海，到那时，就无畏的与青春再见，然后认真的老去。
我想聪明的你已经知道了，这是一个歌名组成的简介，也是用歌名歌颂的一段人生

每一个阶段，希望你都能在此歌单有所感触。
并相信 ：星光不问赶路人，时光不负有心人。
谨以此歌单纪念高三奋斗时光
歌单封面/制作 
by子瞻大魔王
",39,3577514,33785,459,368
7621587630,"人终被少年不可得之物困其一生
",D:/Project/Python/week12Crawler/result/images/109951167805892385.jpg,2074839777,是刘十三哇,同步歌单，随时畅听320k好音乐,40,55,0,0,评论
2749548726,"那些没实现的梦想，后来都谱成了民谣
",D:/Project/Python/week12Crawler/result/images/109951164042839619.jpg,248426205,鹤禅眠,同步歌单，随时畅听320k好音乐,73,3040989,23893,195,76
7678175837,"走心的精选民谣歌单ZhouXina
",D:/Project/Python/week12Crawler/result/images/109951167959968111.jpg,4976962913,种不出的锦瑟年华,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",18,49,3,0,评论
7758488409,"民谣：这儿有故事也有诗和远方，你有酒吗？
",D:/Project/Python/week12Crawler/result/images/109951168075555188.jpg,376292338,是美好事物,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",270,17,0,0,评论
2123427272,"民谣的梦里都有远方。
",D:/Project/Python/week12Crawler/result/images/109951163944445597.jpg,354864532,民谣学长,"介绍：
安河桥上等不了董小姐

南方姑娘没有爱上北方的村庄

舒傲寒没有嫁给马頔

以前你是春风十里的温暖

现在春风十里再无你

安河桥上没有追光者

童话镇里没有温柔乡

贝尔加湖畔没有化身孤岛的鲸

而我的世界也不会再有你

尽管你不会知道我喜欢你

但我知道

不是所有的喜欢，都要说出口

你过得好 我就满足了
",402,1743117,12013,266,61
2245735136,"烟酒嗓与民谣儿。
",D:/Project/Python/week12Crawler/result/images/109951164118684839.jpg,1470497984,全潍坊的希望,"by云音乐官方歌单

",334,7289,27,8,评论
765029093,"民谣在路上，这场名叫人生的旅途
",D:/Project/Python/week12Crawler/result/images/109951164010249842.jpg,95943913,网抑晕音约丷,"介绍：
誓言已沾满了尘埃，
前方有 谁等待，
未来会怎样的安排，
是晴朗 或阴霾，
昨天 已被今天覆盖，
不能 再重来。
回忆是风送来的无奈，
寂寞时 唯一的告白。
时光交错 推着我向前，
悲伤幸福 还会继续上演，
游游荡荡 漂浮在醒醉之间，
生命不过是一场体验。
告别熟悉的地方 背上吉他，
带着青涩的梦想 走向旅途，
走进绚烂的霓虹 拨开云雾，
寻找属于自己的 那片天空。
",134,3805116,27079,598,205
362025356,"民谣是一首小诗
",D:/Project/Python/week12Crawler/result/images/109951164178986516.jpg,86621942,回忆哆啦没有A梦,"介绍：
民谣 就是用诗描绘眼前的苟且 
然后堂而皇之的眺望远方 对于民谣——有种说不出的复杂情感和共鸣。其实民谣更多的是用平实的语言和朴实的旋律表达内心最原始而又最真挚的情感。选择了一些在常听民谣的朋友们看来“烂大街”的歌曲，然而对于大多数不听民谣的朋友来说，他们的名字都很陌生，希望可以通过我这单能让更多的朋友喜欢上民谣。希望这单能给想听民谣而又无从入耳的朋友们一个索引，更加了解民谣。你会懂得，其实民谣她，很好听。 最后：愿漂泊的人都有酒喝，愿孤独的人都会唱歌。
",95,303717,2535,73,31
472191321,"民谣｜民谣字里行间的柔软与细腻
",D:/Project/Python/week12Crawler/result/images/109951165109332302.jpg,93920025,贻我彤管___,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",179,10796,11,27,评论
119688536,"三十岁的女人‖赵雷
",D:/Project/Python/week12Crawler/result/images/19104014533028691.jpg,67766525,---朵儿---,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",58,34132,178,2,1
7705521432,"倾听恬静民谣 远离俗世烟火
",D:/Project/Python/week12Crawler/result/images/109951167997371124.jpg,7883335557,萌萌比卡丘呐,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",60,18884,0,0,评论
4925993103,"成年人世界，哪有容易二字
",D:/Project/Python/week12Crawler/result/images/109951164823287001.jpg,333300072,看那海上月,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",94,74527,2982,11,4
7723139467,"宋冬野·董小姐 | 民谣小酒馆
",D:/Project/Python/week12Crawler/result/images/108851651165850.jpg,277615232,春早晚冬水平桥_,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",33,17,1,0,评论
7642754948,"校园民谣Q版播放
",D:/Project/Python/week12Crawler/result/images/109951162855880374.jpg,1660521680,俏先生的每一天,"by云音乐官方歌单

",21,13,0,0,评论
2049640767,"花粥歌曲全集
",D:/Project/Python/week12Crawler/result/images/19157890602946265.jpg,605158143,王derful-12138,"by云音乐官方歌单

",128,29597,448,3,7
7618136789,"雷子的词曲在我心中世界第一
",D:/Project/Python/week12Crawler/result/images/109951167836279006.jpg,412216796,我可没时间胡闹哟,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",34,431,0,0,评论
7654869523,"民谣酒馆| ""人生海海 山山而川""
",D:/Project/Python/week12Crawler/result/images/109951167917622060.jpg,1549193241,江南心,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",64,31,0,0,评论
967250582,"永远十七岁的民谣歌单
",D:/Project/Python/week12Crawler/result/images/109951167365819856.jpg,541021542,韩佳瑶-,"by云音乐官方歌单

",237,117472,722,14,8
113628993,"【民谣】民谣是毒也是药
",D:/Project/Python/week12Crawler/result/images/3397490931543372.jpg,54278024,零下Young,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",109,14766548,161152,2788,632
7694353194,"【民谣】我的故事能否换一盏清酒
",D:/Project/Python/week12Crawler/result/images/109951167977585649.jpg,1580666820,等yi个2024,"介绍：
好故事都像酒，有的醇厚，有的清冽，最好的故事却像烈酒那样，将你烧得疼痛，不由得就像对着风大口呼吸，只有冷风能让你平静下来。——路寒《蓬莱间》

是聚终要散场，是戏终要落幕。开始是前因，结束是果报。相遇是轮回，相忘是圆满。爱恨随缘，得失一笑，人生这场局，只有自己才能把握，也只能自己把握。——白落梅
",141,811,1,0,评论
98332770,"染上叫 赵雷 的烟瘾
",D:/Project/Python/week12Crawler/result/images/109951163985767649.jpg,39981900,杰文说话不词穷,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",60,2845810,25427,412,272
578042306,"民谣像酒有故事的人不能听
",D:/Project/Python/week12Crawler/result/images/109951162944562295.jpg,279263749,怪怪也是乖乖,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",495,735645,5916,104,33
129972874,"赵雷| 风雪夜归人
",D:/Project/Python/week12Crawler/result/images/109951163072743809.jpg,37021013,蓝夏羽天,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",54,618818,6448,56,46
388692880,"那些触动人心的女声民谣
",D:/Project/Python/week12Crawler/result/images/109951164321112896.jpg,111362698,薯片不愿醒,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",108,48614072,551074,4711,912
736680157,"北木南烤肉和酒（民谣）
",D:/Project/Python/week12Crawler/result/images/109951167876588720.jpg,344249326,北木南周子添,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",85,792265,5348,94,72
2702777573,"民谣 | 你没有如期归来，这正是离别的意义
",D:/Project/Python/week12Crawler/result/images/109951164676977732.jpg,248426205,鹤禅眠,"介绍：

喃喃梦呓的
书，排列在一起
在早晨三点钟
等待异端的火箭

时间并不忧郁
我们弃绝了山林湖泊
集中在一起
为什么我们在一起
一只铁皮乌鸦
在大理石的底座下
那永恒的事物的焊接处
不会断裂

人们从石棺里醒来
和我坐在一起
我们生前与时代合影
挂在长桌尽头
——北岛《白日梦》

整理：鹤禅眠
2019.4.16
",51,130601,531,12,1
169296239,"Sophie Zelmani
",D:/Project/Python/week12Crawler/result/images/109951167441185282.jpg,134291440,找不回的艾迪,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",151,6701,94,3,评论
2371571838,"民谣集/深究远方与诗
",D:/Project/Python/week12Crawler/result/images/109951164356749731.jpg,560429528,我不叫末五,"介绍：
世界不是苟且，世界是远方。行万里路，才能回到内心深处。

真正的诗与远方，是一种心境，是一种情怀，是一种不老不死的雅望。是人在眼前生活当中，向更高处雅望的情怀，他不在远处，只在心里。他不是与现实生活的分离，而是与现实生活的结合。

诗与远方，其本在诗；心中有诗，就有远方。心中没有诗的时候，在苟且。心中想起诗的时候，在远方。

诗人荷尔德林也说：人生充满劳绩，但还是应该诗意的栖居。

——愿孤独的你有诗的态度，也有当下的远方
",101,1420410,12548,209,58
7622515496,"【华语民谣】人在路上，心在远方
",error,1957800055,倾天奏梦,"介绍：
我们一直都在路上，
寻寻觅觅，追逐梦想，
背起行囊，奔向远方。
迎着朝阳，穿过霞光，
走在布满荆棘的路上，
所有的不堪，那只是一个过往。
再大的风浪，也不能把我们阻挡；
再多的困苦，也要拼命去闯。
梦想，并不奢侈，
只要勇敢的迈出第一步：让心去远方，让人在路上。
",64,1234128,8240,131,7
2957641484,"民谣|藏于海底的回忆和你
",D:/Project/Python/week12Crawler/result/images/109951164325026581.jpg,620575627,杨骜ao,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",29,581870,8033,527,12
2647184445,"民谣丨有一种不安分长在骨子里 流在血液里
",D:/Project/Python/week12Crawler/result/images/109951163828338761.jpg,201586,原创君,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",49,6024515,52250,516,138
886703067,"民谣里 叙述着我在世间凑数的日子
",D:/Project/Python/week12Crawler/result/images/109951166061416909.jpg,543152463,十里温柔阿苏小姐,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",321,760509,5615,62,143
753742917,"你们把民谣当做音乐，我确看成孤独。
",D:/Project/Python/week12Crawler/result/images/109951162941801985.jpg,65220946,OooooooHhhhhhh-Dog,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",159,245177,1616,13,7
2686215664,"「民谣」有没有哪首让你惊艳的民谣？
",D:/Project/Python/week12Crawler/result/images/109951163915510043.jpg,1565437688,孩子吃嘛找嘛去-,"介绍：
“生活不止眼前的苟且，还有诗和远方的田野！你赤手空拳来到人世间，为找到那片海不顾一切！” 
“你是我患得患失的梦，我是你可有可无的人”

既然我们留不住时光，也回不到过去，那就在民谣中寻找诗和远方的田野吧。既然有些东西我们无法选择，那就在残酷的生活中醒着醉吧.
",69,853547,9117,86,46
7699265035,"蒲公英的约定
",D:/Project/Python/week12Crawler/result/images/109951166361218466.jpg,1986772197,苏橙-D,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",19,13,0,0,评论
169838669,"我们的时光-赵雷
",D:/Project/Python/week12Crawler/result/images/2946691234868155.jpg,105882521,Wistaria-xw,"介绍：
赵雷的音乐，虽然没有诗句般的柔情感动，但痞子气的调侃，单纯率真直达你的内心。词作、编曲朴实坦诚以描写生活中细微见长，每一首歌都像一部短剧，折射出他自己的生活、他眼中社会、甚至他心底的梦想，画面感极强。
",25,463611,2451,23,4
2377635812,"华语民谣 I 每个人的一生都是一次远行
",D:/Project/Python/week12Crawler/result/images/109951164106331279.jpg,302227129,山河暮归,"
[阴天快乐] 如果情绪有天气 我陷在阴天里
",43,1014218,8961,79,42
